"State","2013_Urbanization","Year","Deaths","Population"
"Missouri","Large Fringe Metro",2001,194,1026790
"Missouri","Large Fringe Metro",2002,210,1036172
"Missouri","Large Fringe Metro",2003,177,1044973
"Missouri","Large Fringe Metro",2004,165,1054435
"Missouri","Large Fringe Metro",2005,197,1063581
"Missouri","Large Fringe Metro",2006,210,1074778
"Missouri","Large Fringe Metro",2007,233,1084756
"Missouri","Large Fringe Metro",2008,226,1092416
"Missouri","Large Fringe Metro",2009,251,1099568
"Missouri","Large Fringe Metro",2010,267,1104030
"Missouri","Large Fringe Metro",2011,253,1109477
"Missouri","Large Fringe Metro",2012,268,1114027
"Missouri","Large Fringe Metro",2013,276,1120394
"Missouri","Large Fringe Metro",2014,294,1127133
"Missouri","Large Fringe Metro",2015,284,1134678
"Missouri","Large Fringe Metro",2016,315,1140005
"Missouri","Medium Metro",1999,31,188223
"Missouri","Medium Metro",2000,52,190619
"Missouri","Medium Metro",2001,40,193972
"Missouri","Medium Metro",2002,53,196684
"Missouri","Medium Metro",2003,42,200030
"Missouri","Medium Metro",2004,55,204008
"Missouri","Medium Metro",2005,44,208386
"Missouri","Medium Metro",2006,38,214165
"Missouri","Medium Metro",2007,59,218739
"Missouri","Medium Metro",2008,43,221745
"Missouri","Medium Metro",2009,56,224281
"Missouri","Medium Metro",2010,53,225367
"Missouri","Medium Metro",2011,54,226936
"Missouri","Medium Metro",2012,57,229261
"Missouri","Medium Metro",2013,55,231309
"Missouri","Medium Metro",2014,64,233252
"Missouri","Medium Metro",2015,91,235210
"Missouri","Medium Metro",2016,62,236700
"Missouri","Micropolitan (non-metro)",1999,72,320810
"Missouri","Micropolitan (non-metro)",2000,66,323435
"Missouri","Micropolitan (non-metro)",2001,56,326873
"Missouri","Micropolitan (non-metro)",2002,61,329376
"Missouri","Micropolitan (non-metro)",2003,69,331733
"Missouri","Micropolitan (non-metro)",2004,86,337425
"Missouri","Micropolitan (non-metro)",2005,81,341741
"Missouri","Micropolitan (non-metro)",2006,79,345891
"Missouri","Micropolitan (non-metro)",2007,91,348942
"Missouri","Micropolitan (non-metro)",2008,70,352008
"Missouri","Micropolitan (non-metro)",2009,92,354949
"Missouri","Micropolitan (non-metro)",2010,86,358414
"Missouri","Micropolitan (non-metro)",2011,97,359931
"Missouri","Micropolitan (non-metro)",2012,87,361197
"Missouri","Micropolitan (non-metro)",2013,93,361983
"Missouri","Micropolitan (non-metro)",2014,117,361554
"Missouri","Micropolitan (non-metro)",2015,105,361137
"Missouri","Micropolitan (non-metro)",2016,133,360463
"Missouri","NonCore (non-metro)",1999,88,400450
"Missouri","NonCore (non-metro)",2000,114,402884
"Missouri","NonCore (non-metro)",2001,122,404964
"Missouri","NonCore (non-metro)",2002,103,406987
"Missouri","NonCore (non-metro)",2003,80,409059
"Missouri","NonCore (non-metro)",2004,86,412059
"Missouri","NonCore (non-metro)",2005,104,414572
"Missouri","NonCore (non-metro)",2006,103,416948
"Missouri","NonCore (non-metro)",2007,94,419013
"Missouri","NonCore (non-metro)",2008,109,419299
"Missouri","NonCore (non-metro)",2009,101,419217
"Missouri","NonCore (non-metro)",2010,120,420029
"Missouri","NonCore (non-metro)",2011,118,418553
"Missouri","NonCore (non-metro)",2012,112,416346
"Missouri","NonCore (non-metro)",2013,121,416074
"Missouri","NonCore (non-metro)",2014,140,415751
"Missouri","NonCore (non-metro)",2015,124,414087
"Missouri","NonCore (non-metro)",2016,141,413461
"Missouri","Small Metro",1999,56,307663
"Missouri","Small Metro",2000,56,310632
"Missouri","Small Metro",2001,57,315012
"Missouri","Small Metro",2002,64,317948
"Missouri","Small Metro",2003,60,320794
"Missouri","Small Metro",2004,73,322601
"Missouri","Small Metro",2005,65,326915
"Missouri","Small Metro",2006,68,331893
"Missouri","Small Metro",2007,72,336185
"Missouri","Small Metro",2008,64,339300
"Missouri","Small Metro",2009,73,343025
"Missouri","Small Metro",2010,72,345613
"Missouri","Small Metro",2011,81,348469
"Missouri","Small Metro",2012,78,349056
"Missouri","Small Metro",2013,108,351179
"Missouri","Small Metro",2014,86,352741
"Missouri","Small Metro",2015,94,354470
"Missouri","Small Metro",2016,89,356019
"Montana","Micropolitan (non-metro)",1999,37,120310
"Montana","Micropolitan (non-metro)",2000,38,121698
"Montana","Micropolitan (non-metro)",2001,44,123748
"Montana","Micropolitan (non-metro)",2002,45,125309
"Montana","Micropolitan (non-metro)",2003,39,128305
"Montana","Micropolitan (non-metro)",2004,38,131071
"Montana","Micropolitan (non-metro)",2005,36,134233
"Montana","Micropolitan (non-metro)",2006,52,138049
"Montana","Micropolitan (non-metro)",2007,48,141506
"Montana","Micropolitan (non-metro)",2008,37,144519
"Montana","Micropolitan (non-metro)",2009,51,145523
"Montana","Micropolitan (non-metro)",2010,51,146123
"Montana","Micropolitan (non-metro)",2011,41,147732
"Montana","Micropolitan (non-metro)",2012,57,148819
"Montana","Micropolitan (non-metro)",2013,44,150753
"Montana","Micropolitan (non-metro)",2014,43,153107
"Montana","Micropolitan (non-metro)",2015,52,155949
"Montana","Micropolitan (non-metro)",2016,67,159607
"Montana","NonCore (non-metro)",1999,57,171421
"Montana","NonCore (non-metro)",2000,50,171743
"Montana","NonCore (non-metro)",2001,55,170939
"Montana","NonCore (non-metro)",2002,55,170581
"Montana","NonCore (non-metro)",2003,68,170961
"Montana","NonCore (non-metro)",2004,51,171931
"Montana","NonCore (non-metro)",2005,66,172406
"Montana","NonCore (non-metro)",2006,67,173427
"Montana","NonCore (non-metro)",2007,63,174386
"Montana","NonCore (non-metro)",2008,77,175186
"Montana","NonCore (non-metro)",2009,70,176387
"Montana","NonCore (non-metro)",2010,73,177049
"Montana","NonCore (non-metro)",2011,72,178194
"Montana","NonCore (non-metro)",2012,67,179382
"Montana","NonCore (non-metro)",2013,75,180289
"Montana","NonCore (non-metro)",2014,92,180831
"Montana","NonCore (non-metro)",2015,85,181776
"Montana","NonCore (non-metro)",2016,75,181753
"Montana","Small Metro",1999,39,155233
"Montana","Small Metro",2000,47,156039
"Montana","Small Metro",2001,49,157591
"Montana","Small Metro",2002,50,159065
"Montana","Small Metro",2003,40,160248
"Montana","Small Metro",2004,53,162007
"Montana","Small Metro",2005,67,163683
"Montana","Small Metro",2006,45,165875
"Montana","Small Metro",2007,45,167875
"Montana","Small Metro",2008,46,170233
"Montana","Small Metro",2009,56,171950
"Montana","Small Metro",2010,55,173495
"Montana","Small Metro",2011,64,175307
"Montana","Small Metro",2012,63,176748
"Montana","Small Metro",2013,63,178756
"Montana","Small Metro",2014,62,180185
"Montana","Small Metro",2015,70,181605
"Montana","Small Metro",2016,78,183415
"Nebraska","Medium Metro",1999,84,448104
"Nebraska","Medium Metro",2000,85,452287
"Nebraska","Medium Metro",2001,76,459175
"Nebraska","Medium Metro",2002,101,464647
"Nebraska","Medium Metro",2003,75,471020
"Nebraska","Medium Metro",2004,67,477599
"Nebraska","Medium Metro",2005,89,485155
"Nebraska","Medium Metro",2006,97,491865
"Nebraska","Medium Metro",2007,83,498185
"Nebraska","Medium Metro",2008,80,505425
"Nebraska","Medium Metro",2009,70,512401
"Nebraska","Medium Metro",2010,75,517882
"Nebraska","Medium Metro",2011,79,525963
"Nebraska","Medium Metro",2012,91,532882
"Nebraska","Medium Metro",2013,82,540123
"Nebraska","Medium Metro",2014,115,547197
"Nebraska","Medium Metro",2015,96,555395
"Nebraska","Medium Metro",2016,108,561124
"Nebraska","Micropolitan (non-metro)",1999,29,157500
"Nebraska","Micropolitan (non-metro)",2000,35,158124
"Nebraska","Micropolitan (non-metro)",2001,35,158171
"Nebraska","Micropolitan (non-metro)",2002,29,158127
"Nebraska","Micropolitan (non-metro)",2003,29,158490
"Nebraska","Micropolitan (non-metro)",2004,25,158850
"Nebraska","Micropolitan (non-metro)",2005,23,159391
"Nebraska","Micropolitan (non-metro)",2006,25,159875
"Nebraska","Micropolitan (non-metro)",2007,20,159709
"Nebraska","Micropolitan (non-metro)",2008,35,159973
"Nebraska","Micropolitan (non-metro)",2009,31,160690
"Nebraska","Micropolitan (non-metro)",2010,37,161451
"Nebraska","Micropolitan (non-metro)",2011,26,162154
"Nebraska","Micropolitan (non-metro)",2012,48,162303
"Nebraska","Micropolitan (non-metro)",2013,43,162879
"Nebraska","Micropolitan (non-metro)",2014,31,162783
"Nebraska","Micropolitan (non-metro)",2015,31,163057
"Nebraska","Micropolitan (non-metro)",2016,42,163418
"Nebraska","NonCore (non-metro)",1999,30,181864
"Nebraska","NonCore (non-metro)",2000,34,181126
"Nebraska","NonCore (non-metro)",2001,38,179656
"Nebraska","NonCore (non-metro)",2002,30,178971
"Nebraska","NonCore (non-metro)",2003,41,177742
"Nebraska","NonCore (non-metro)",2004,27,176838
"Nebraska","NonCore (non-metro)",2005,22,175602
"Nebraska","NonCore (non-metro)",2006,39,174236
"Nebraska","NonCore (non-metro)",2007,31,172979
"Nebraska","NonCore (non-metro)",2008,42,172115
"Nebraska","NonCore (non-metro)",2009,29,172011
"Nebraska","NonCore (non-metro)",2010,32,172588
"Nebraska","NonCore (non-metro)",2011,37,172304
"Nebraska","NonCore (non-metro)",2012,39,171870
"Nebraska","NonCore (non-metro)",2013,38,171244
"Nebraska","NonCore (non-metro)",2014,44,170953
"Nebraska","NonCore (non-metro)",2015,39,170610
"Nebraska","NonCore (non-metro)",2016,45,170065
"Nebraska","Small Metro",1999,11,51765
"Nebraska","Small Metro",2001,12,51626
"Nebraska","Small Metro",2004,13,52099
"Nebraska","Small Metro",2005,12,51881
"Nebraska","Small Metro",2010,11,54375
"Nebraska","Small Metro",2012,11,55247
"Nebraska","Small Metro",2013,12,55580
"Nebraska","Small Metro",2014,12,55930
"Nebraska","Small Metro",2015,10,56106
"Nevada","Large Central Metro",1999,212,671557
"Nevada","Large Central Metro",2000,221,699728
"Nevada","Large Central Metro",2001,208,741709
"Nevada","Large Central Metro",2002,216,771809
"Nevada","Large Central Metro",2003,220,801709
"Nevada","Large Central Metro",2004,213,841050
"Nevada","Large Central Metro",2005,241,874966
"Nevada","Large Central Metro",2006,239,912110
"Nevada","Large Central Metro",2007,257,943175
"Nevada","Large Central Metro",2008,269,965327
"Nevada","Large Central Metro",2009,254,977642
"Nevada","Large Central Metro",2010,294,982193
"Nevada","Large Central Metro",2011,239,991121
"Nevada","Large Central Metro",2012,268,1005625
"Nevada","Large Central Metro",2013,268,1017652
"Nevada","Large Central Metro",2014,282,1035874
"Nevada","Large Central Metro",2015,273,1056505
"Nevada","Large Central Metro",2016,311,1075311
"Nevada","Medium Metro",1999,56,170360
"Nevada","Medium Metro",2000,58,173842
"Nevada","Medium Metro",2001,52,179882
"Nevada","Medium Metro",2002,59,185125
"Nevada","Medium Metro",2003,62,189967
"Nevada","Medium Metro",2004,57,195345
"Nevada","Medium Metro",2005,73,200765
"Nevada","Medium Metro",2006,76,204657
"Nevada","Medium Metro",2007,54,208839
"Nevada","Medium Metro",2008,66,211846
"Nevada","Medium Metro",2009,63,213062
"Nevada","Medium Metro",2010,69,214788
"Nevada","Medium Metro",2011,73,216720
"Nevada","Medium Metro",2012,65,218737
"Nevada","Medium Metro",2013,78,220727
"Nevada","Medium Metro",2014,77,223381
"Nevada","Medium Metro",2015,71,226653
"Nevada","Medium Metro",2016,100,230113
"Nevada","Micropolitan (non-metro)",1999,33,98646
"Nevada","Micropolitan (non-metro)",2000,39,99878
"Nevada","Micropolitan (non-metro)",2001,33,101337
"Nevada","Micropolitan (non-metro)",2002,36,102167
"Nevada","Micropolitan (non-metro)",2003,46,103717
"Nevada","Micropolitan (non-metro)",2004,49,107303
"Nevada","Micropolitan (non-metro)",2005,45,111221
"Nevada","Micropolitan (non-metro)",2006,42,115396
"Nevada","Micropolitan (non-metro)",2007,46,118353
"Nevada","Micropolitan (non-metro)",2008,65,118993
"Nevada","Micropolitan (non-metro)",2009,60,119231
"Nevada","Micropolitan (non-metro)",2010,43,119409
"Nevada","Micropolitan (non-metro)",2011,54,119489
"Nevada","Micropolitan (non-metro)",2012,39,120032
"Nevada","Micropolitan (non-metro)",2013,46,120566
"Nevada","Micropolitan (non-metro)",2014,69,121148
"Nevada","Micropolitan (non-metro)",2015,45,121341
"Nevada","Micropolitan (non-metro)",2016,55,122526
"Nevada","NonCore (non-metro)",1999,10,17920
"Nevada","NonCore (non-metro)",2002,11,16814
"Nevada","NonCore (non-metro)",2011,11,18531
"Nevada","NonCore (non-metro)",2014,10,18514
"Nevada","NonCore (non-metro)",2015,12,18192
"Nevada","Small Metro",1999,18,26813
"Nevada","Small Metro",2002,11,28112
"Nevada","Small Metro",2003,13,28560
"Nevada","Small Metro",2004,18,28996
"Nevada","Small Metro",2005,13,29018
"Nevada","Small Metro",2006,12,28790
"Nevada","Small Metro",2008,10,28767
"Nevada","Small Metro",2011,16,28697
"Nevada","Small Metro",2013,17,27673
"Nevada","Small Metro",2014,11,27876
"Nevada","Small Metro",2015,10,27860
"Nevada","Small Metro",2016,13,27984
"New Hampshire","Large Fringe Metro",1999,27,189046
"New Hampshire","Large Fringe Metro",2000,32,191346
"New Hampshire","Large Fringe Metro",2001,33,195382
"New Hampshire","Large Fringe Metro",2002,31,197932
"New Hampshire","Large Fringe Metro",2003,29,199469
"New Hampshire","Large Fringe Metro",2004,33,200468
"New Hampshire","Large Fringe Metro",2005,46,201844
"New Hampshire","Large Fringe Metro",2006,27,203934
"New Hampshire","Large Fringe Metro",2007,36,204648
"New Hampshire","Large Fringe Metro",2008,42,205557
"New Hampshire","Large Fringe Metro",2009,32,205780
"New Hampshire","Large Fringe Metro",2010,47,205898
"New Hampshire","Large Fringe Metro",2011,39,206826
"New Hampshire","Large Fringe Metro",2012,46,207709
"New Hampshire","Large Fringe Metro",2013,45,208537
"New Hampshire","Large Fringe Metro",2014,45,209991
"New Hampshire","Large Fringe Metro",2015,49,211226
"New Hampshire","Large Fringe Metro",2016,46,212433
"New Hampshire","Medium Metro",1999,36,185421
"New Hampshire","Medium Metro",2000,26,187827
"New Hampshire","Medium Metro",2001,45,191234
"New Hampshire","Medium Metro",2002,27,192538
"New Hampshire","Medium Metro",2003,34,193709
"New Hampshire","Medium Metro",2004,26,195100
"New Hampshire","Medium Metro",2005,30,196217
"New Hampshire","Medium Metro",2006,31,197019
"New Hampshire","Medium Metro",2007,33,197316
"New Hampshire","Medium Metro",2008,42,197703
"New Hampshire","Medium Metro",2009,41,197924
"New Hampshire","Medium Metro",2010,37,198162
"New Hampshire","Medium Metro",2011,50,198836
"New Hampshire","Medium Metro",2012,50,199712
"New Hampshire","Medium Metro",2013,49,200444
"New Hampshire","Medium Metro",2014,70,200970
"New Hampshire","Medium Metro",2015,51,202004
"New Hampshire","Medium Metro",2016,57,202695
"New Hampshire","Micropolitan (non-metro)",1999,39,205118
"New Hampshire","Micropolitan (non-metro)",2000,42,207059
"New Hampshire","Micropolitan (non-metro)",2001,48,209783
"New Hampshire","Micropolitan (non-metro)",2002,44,212780
"New Hampshire","Micropolitan (non-metro)",2003,57,215684
"New Hampshire","Micropolitan (non-metro)",2004,41,217828
"New Hampshire","Micropolitan (non-metro)",2005,49,219482
"New Hampshire","Micropolitan (non-metro)",2006,44,221251
"New Hampshire","Micropolitan (non-metro)",2007,49,221905
"New Hampshire","Micropolitan (non-metro)",2008,49,222285
"New Hampshire","Micropolitan (non-metro)",2009,54,221871
"New Hampshire","Micropolitan (non-metro)",2010,63,221648
"New Hampshire","Micropolitan (non-metro)",2011,62,221569
"New Hampshire","Micropolitan (non-metro)",2012,53,221180
"New Hampshire","Micropolitan (non-metro)",2013,43,221211
"New Hampshire","Micropolitan (non-metro)",2014,69,220989
"New Hampshire","Micropolitan (non-metro)",2015,56,220992
"New Hampshire","Micropolitan (non-metro)",2016,75,222235
"New Hampshire","NonCore (non-metro)",2012,10,23636
"New Hampshire","NonCore (non-metro)",2015,10,23434
"New Jersey","Large Central Metro",1999,81,922364
"New Jersey","Large Central Metro",2000,79,927969
"New Jersey","Large Central Metro",2001,96,934506
"New Jersey","Large Central Metro",2002,82,935826
"New Jersey","Large Central Metro",2003,75,935936
"New Jersey","Large Central Metro",2004,78,934631
"New Jersey","Large Central Metro",2005,69,933174
"New Jersey","Large Central Metro",2006,78,930324
"New Jersey","Large Central Metro",2007,84,930512
"New Jersey","Large Central Metro",2008,72,934909
"New Jersey","Large Central Metro",2009,78,943600
"New Jersey","Large Central Metro",2010,96,949683
"New Jersey","Large Central Metro",2011,82,957655
"New Jersey","Large Central Metro",2012,86,967469
"New Jersey","Large Central Metro",2013,104,975516
"New Jersey","Large Central Metro",2014,96,985021
"New Jersey","Large Central Metro",2015,94,990285
"New Jersey","Large Central Metro",2016,92,991749
"New Jersey","Large Fringe Metro",1999,302,2669740
"New Jersey","Large Fringe Metro",2000,300,2688230
"New Jersey","Large Fringe Metro",2001,316,2716948
"New Jersey","Large Fringe Metro",2002,307,2742725
"New Jersey","Large Fringe Metro",2003,335,2763052
"New Jersey","Large Fringe Metro",2004,340,2778681
"New Jersey","Large Fringe Metro",2005,291,2788020
"New Jersey","Large Fringe Metro",2006,329,2794177
"New Jersey","Large Fringe Metro",2007,332,2802696
"New Jersey","Large Fringe Metro",2008,354,2814814
"New Jersey","Large Fringe Metro",2009,337,2826149
"New Jersey","Large Fringe Metro",2010,378,2836786
"New Jersey","Large Fringe Metro",2011,380,2849326
"New Jersey","Large Fringe Metro",2012,368,2861405
"New Jersey","Large Fringe Metro",2013,409,2872806
"New Jersey","Large Fringe Metro",2014,421,2881999
"New Jersey","Large Fringe Metro",2015,418,2889233
"New Jersey","Large Fringe Metro",2016,374,2885872
"New Jersey","Medium Metro",1999,45,339722
"New Jersey","Medium Metro",2000,46,342694
"New Jersey","Medium Metro",2001,30,347251
"New Jersey","Medium Metro",2002,38,350945
"New Jersey","Medium Metro",2003,47,355228
"New Jersey","Medium Metro",2004,45,359010
"New Jersey","Medium Metro",2005,36,361035
"New Jersey","Medium Metro",2006,46,362324
"New Jersey","Medium Metro",2007,41,362700
"New Jersey","Medium Metro",2008,45,363841
"New Jersey","Medium Metro",2009,37,364459
"New Jersey","Medium Metro",2010,71,365036
"New Jersey","Medium Metro",2011,54,365522
"New Jersey","Medium Metro",2012,63,366310
"New Jersey","Medium Metro",2013,58,367858
"New Jersey","Medium Metro",2014,56,367230
"New Jersey","Medium Metro",2015,54,365965
"New Jersey","Medium Metro",2016,51,364992
"New Jersey","Small Metro",1999,18,123495
"New Jersey","Small Metro",2000,19,123920
"New Jersey","Small Metro",2001,13,124034
"New Jersey","Small Metro",2002,15,124346
"New Jersey","Small Metro",2003,14,125222
"New Jersey","Small Metro",2004,19,125275
"New Jersey","Small Metro",2005,26,126200
"New Jersey","Small Metro",2006,17,126755
"New Jersey","Small Metro",2007,15,126829
"New Jersey","Small Metro",2008,27,127625
"New Jersey","Small Metro",2009,26,127888
"New Jersey","Small Metro",2010,25,128095
"New Jersey","Small Metro",2011,22,127689
"New Jersey","Small Metro",2012,19,128501
"New Jersey","Small Metro",2013,19,127785
"New Jersey","Small Metro",2014,17,127702
"New Jersey","Small Metro",2015,26,126633
"New Jersey","Small Metro",2016,13,125131
"New Mexico","Medium Metro",1999,102,354206
"New Mexico","Medium Metro",2000,99,357619
"New Mexico","Medium Metro",2001,110,363730
"New Mexico","Medium Metro",2002,108,371589
"New Mexico","Medium Metro",2003,112,378979
"New Mexico","Medium Metro",2004,110,387862
"New Mexico","Medium Metro",2005,103,398044
"New Mexico","Medium Metro",2006,109,408786
"New Mexico","Medium Metro",2007,132,417689
"New Mexico","Medium Metro",2008,135,424094
"New Mexico","Medium Metro",2009,118,430304
"New Mexico","Medium Metro",2010,111,435807
"New Mexico","Medium Metro",2011,141,442067
"New Mexico","Medium Metro",2012,123,443949
"New Mexico","Medium Metro",2013,134,444520
"New Mexico","Medium Metro",2014,149,444934
"New Mexico","Medium Metro",2015,147,446645
"New Mexico","Medium Metro",2016,136,447799
"New Mexico","Micropolitan (non-metro)",1999,84,280812
"New Mexico","Micropolitan (non-metro)",2000,87,280316
"New Mexico","Micropolitan (non-metro)",2001,93,279093
"New Mexico","Micropolitan (non-metro)",2002,95,279643
"New Mexico","Micropolitan (non-metro)",2003,106,279890
"New Mexico","Micropolitan (non-metro)",2004,104,282369
"New Mexico","Micropolitan (non-metro)",2005,91,283524
"New Mexico","Micropolitan (non-metro)",2006,95,284840
"New Mexico","Micropolitan (non-metro)",2007,105,286624
"New Mexico","Micropolitan (non-metro)",2008,92,287803
"New Mexico","Micropolitan (non-metro)",2009,86,290606
"New Mexico","Micropolitan (non-metro)",2010,102,294018
"New Mexico","Micropolitan (non-metro)",2011,90,298584
"New Mexico","Micropolitan (non-metro)",2012,114,298938
"New Mexico","Micropolitan (non-metro)",2013,105,300617
"New Mexico","Micropolitan (non-metro)",2014,102,301819
"New Mexico","Micropolitan (non-metro)",2015,116,302963
"New Mexico","Micropolitan (non-metro)",2016,125,301909
"New Mexico","NonCore (non-metro)",1999,22,50479
"New Mexico","NonCore (non-metro)",2000,23,50949
"New Mexico","NonCore (non-metro)",2001,32,50403
"New Mexico","NonCore (non-metro)",2002,24,50122
"New Mexico","NonCore (non-metro)",2003,15,50513
"New Mexico","NonCore (non-metro)",2004,24,50162
"New Mexico","NonCore (non-metro)",2005,14,50135
"New Mexico","NonCore (non-metro)",2006,18,50056
"New Mexico","NonCore (non-metro)",2007,27,49902
"New Mexico","NonCore (non-metro)",2008,16,50053
"New Mexico","NonCore (non-metro)",2009,24,50142
"New Mexico","NonCore (non-metro)",2010,23,50226
"New Mexico","NonCore (non-metro)",2011,11,49803
"New Mexico","NonCore (non-metro)",2012,27,49157
"New Mexico","NonCore (non-metro)",2013,25,48686
"New Mexico","NonCore (non-metro)",2014,27,47611
"New Mexico","NonCore (non-metro)",2015,26,47021
"New Mexico","NonCore (non-metro)",2016,21,46485
"New Mexico","Small Metro",1999,54,203924
"New Mexico","Small Metro",2000,53,205433
"New Mexico","Small Metro",2001,48,208077
"New Mexico","Small Metro",2002,59,212099
"New Mexico","Small Metro",2003,56,215889
"New Mexico","Small Metro",2004,53,218677
"New Mexico","Small Metro",2005,67,222051
"New Mexico","Small Metro",2006,63,224486
"New Mexico","Small Metro",2007,62,227933
"New Mexico","Small Metro",2008,72,230134
"New Mexico","Small Metro",2009,64,234512
"New Mexico","Small Metro",2010,75,237370
"New Mexico","Small Metro",2011,73,239656
"New Mexico","Small Metro",2012,74,240663
"New Mexico","Small Metro",2013,59,239786
"New Mexico","Small Metro",2014,72,238518
"New Mexico","Small Metro",2015,85,236792
"New Mexico","Small Metro",2016,82,234470
"New York","Large Central Metro",1999,434,4575455
"New York","Large Central Metro",2000,407,4602942
"New York","Large Central Metro",2001,431,4628574
"New York","Large Central Metro",2002,450,4635021
"New York","Large Central Metro",2003,422,4633995
"New York","Large Central Metro",2004,461,4619284
"New York","Large Central Metro",2005,437,4602725
"New York","Large Central Metro",2006,428,4589970
"New York","Large Central Metro",2007,452,4600738
"New York","Large Central Metro",2008,453,4629814
"New York","Large Central Metro",2009,469,4662207
"New York","Large Central Metro",2010,492,4684623
"New York","Large Central Metro",2011,527,4728318
"New York","Large Central Metro",2012,486,4777726
"New York","Large Central Metro",2013,506,4817432
"New York","Large Central Metro",2014,498,4857522
"New York","Large Central Metro",2015,485,4890703
"New York","Large Central Metro",2016,496,4882189
"New York","Large Fringe Metro",1999,217,2531457
"New York","Large Fringe Metro",2000,226,2545501
"New York","Large Fringe Metro",2001,265,2572450
"New York","Large Fringe Metro",2002,230,2589701
"New York","Large Fringe Metro",2003,206,2605130
"New York","Large Fringe Metro",2004,216,2612947
"New York","Large Fringe Metro",2005,221,2612411
"New York","Large Fringe Metro",2006,296,2608407
"New York","Large Fringe Metro",2007,266,2610554
"New York","Large Fringe Metro",2008,300,2621423
"New York","Large Fringe Metro",2009,294,2634565
"New York","Large Fringe Metro",2010,353,2646973
"New York","Large Fringe Metro",2011,372,2659789
"New York","Large Fringe Metro",2012,373,2666250
"New York","Large Fringe Metro",2013,361,2673835
"New York","Large Fringe Metro",2014,367,2682046
"New York","Large Fringe Metro",2015,343,2685963
"New York","Large Fringe Metro",2016,368,2680563
"New York","Medium Metro",1999,102,862121
"New York","Medium Metro",2000,121,862479
"New York","Medium Metro",2001,121,865245
"New York","Medium Metro",2002,124,869080
"New York","Medium Metro",2003,117,874952
"New York","Medium Metro",2004,137,879051
"New York","Medium Metro",2005,121,880949
"New York","Medium Metro",2006,142,884418
"New York","Medium Metro",2007,152,887005
"New York","Medium Metro",2008,119,890236
"New York","Medium Metro",2009,136,893243
"New York","Medium Metro",2010,138,895470
"New York","Medium Metro",2011,177,895796
"New York","Medium Metro",2012,191,896641
"New York","Medium Metro",2013,192,899497
"New York","Medium Metro",2014,163,900160
"New York","Medium Metro",2015,161,900371
"New York","Medium Metro",2016,155,897759
"New York","Micropolitan (non-metro)",1999,96,507337
"New York","Micropolitan (non-metro)",2000,77,506752
"New York","Micropolitan (non-metro)",2001,76,507599
"New York","Micropolitan (non-metro)",2002,75,508413
"New York","Micropolitan (non-metro)",2003,81,510020
"New York","Micropolitan (non-metro)",2004,65,510552
"New York","Micropolitan (non-metro)",2005,89,510222
"New York","Micropolitan (non-metro)",2006,89,509966
"New York","Micropolitan (non-metro)",2007,63,510463
"New York","Micropolitan (non-metro)",2008,102,509943
"New York","Micropolitan (non-metro)",2009,101,509755
"New York","Micropolitan (non-metro)",2010,108,509573
"New York","Micropolitan (non-metro)",2011,96,507928
"New York","Micropolitan (non-metro)",2012,115,508089
"New York","Micropolitan (non-metro)",2013,95,506425
"New York","Micropolitan (non-metro)",2014,98,504093
"New York","Micropolitan (non-metro)",2015,100,500871
"New York","Micropolitan (non-metro)",2016,108,498177
"New York","NonCore (non-metro)",1999,29,205282
"New York","NonCore (non-metro)",2000,38,205790
"New York","NonCore (non-metro)",2001,47,205696
"New York","NonCore (non-metro)",2002,41,205977
"New York","NonCore (non-metro)",2003,37,207194
"New York","NonCore (non-metro)",2004,41,208357
"New York","NonCore (non-metro)",2005,35,208544
"New York","NonCore (non-metro)",2006,38,209146
"New York","NonCore (non-metro)",2007,50,209291
"New York","NonCore (non-metro)",2008,43,208862
"New York","NonCore (non-metro)",2009,36,208222
"New York","NonCore (non-metro)",2010,57,207754
"New York","NonCore (non-metro)",2011,41,206806
"New York","NonCore (non-metro)",2012,56,206298
"New York","NonCore (non-metro)",2013,56,205297
"New York","NonCore (non-metro)",2014,48,204227
"New York","NonCore (non-metro)",2015,53,202248
"New York","NonCore (non-metro)",2016,54,201459
"New York","Small Metro",1999,64,423419
"New York","Small Metro",2000,65,423284
"New York","Small Metro",2001,68,424561
"New York","Small Metro",2002,69,426681
"New York","Small Metro",2003,65,426838
"New York","Small Metro",2004,52,427849
"New York","Small Metro",2005,67,430292
"New York","Small Metro",2006,80,431323
"New York","Small Metro",2007,82,432774
"New York","Small Metro",2008,70,433317
"New York","Small Metro",2009,83,432454
"New York","Small Metro",2010,84,432754
"New York","Small Metro",2011,101,433167
"New York","Small Metro",2012,84,434213
"New York","Small Metro",2013,73,433707
"New York","Small Metro",2014,88,433213
"New York","Small Metro",2015,71,431357
"New York","Small Metro",2016,87,427218
"North Carolina","Large Central Metro",1999,92,637082
"North Carolina","Large Central Metro",2000,67,652893
"North Carolina","Large Central Metro",2001,95,678638
"North Carolina","Large Central Metro",2002,111,694372
"North Carolina","Large Central Metro",2003,101,709395
"North Carolina","Large Central Metro",2004,105,727867
"North Carolina","Large Central Metro",2005,83,753342
"North Carolina","Large Central Metro",2006,107,787204
"North Carolina","Large Central Metro",2007,104,817750
"North Carolina","Large Central Metro",2008,110,847980
"North Carolina","Large Central Metro",2009,129,869635
"North Carolina","Large Central Metro",2010,129,883673
